"Mod name","Registry name","Item ID","Meta/dmg","Subtypes","Display name","Ore Dict keys"
"Abyssal Depths","abyssaldepths:bannerfish",4731,0,"false","Bannerfish",""
"Abyssal Depths","abyssaldepths:butterflyfish",4732,0,"false","Butterflyfish",""
"Abyssal Depths","abyssaldepths:cooked_butterflyfish",4733,0,"false","Cooked Butterflyfish",""
"Abyssal Depths","abyssaldepths:goggles",4727,0,"false","Goggles",""
"Abyssal Depths","abyssaldepths:long_billfish_spike",4729,0,"false","Long Billfish Spike",""
"Abyssal Depths","abyssaldepths:masked_butterflyfish",4734,0,"false","Masked Butterflyfish",""
"Abyssal Depths","abyssaldepths:raccoon_butterflyfish",4735,0,"false","Raccoon Butterflyfish",""
"Abyssal Depths","abyssaldepths:seaweed",4726,0,"false","Seaweed",""
"Abyssal Depths","abyssaldepths:short_billfish_spike",4728,0,"false","Short Billfish Spike",""
"Abyssal Depths","abyssaldepths:spike_sword",4730,0,"false","Spike Sword",""
"Abyssal Depths","abyssaldepths:spotfin_butterflyfish",4736,0,"false","Spotfin Butterflyfish",""
"Advanced Fishing","advanced-fishing:blazing_fishing_pole",4737,0,"false","Blazing Fishing Pole",""
"Advanced Fishing","advanced-fishing:fish",4738,0,"true","Jellyfish",""
"Advanced Fishing","advanced-fishing:fish",4738,1,"true","Magma Jellyfish",""
"Advanced Fishing","advanced-fishing:fish",4738,2,"true","Mud Tuna",""
"Advanced Fishing","advanced-fishing:fish",4738,3,"true","Frost Minnow",""
"Advanced Fishing","advanced-fishing:fish",4738,4,"true","Piranha",""
"Advanced Fishing","advanced-fishing:fish",4738,5,"true","Golden Koi",""
"Advanced Fishing","advanced-fishing:fish",4738,6,"true","Specular Snapper",""
"Advanced Fishing","advanced-fishing:fish",4738,7,"true","Cave Trout",""
"Advanced Fishing","advanced-fishing:fish",4738,8,"true","Obsidian Bream",""
"Advanced Fishing","advanced-fishing:fish",4738,9,"true","Nether Sturgeon",""
"Advanced Fishing","advanced-fishing:fish",4738,10,"true","Quartz Chub",""
"Advanced Fishing","advanced-fishing:fish",4738,11,"true","Flarefin Koi",""
"Advanced Fishing","advanced-fishing:fish",4738,12,"true","Blaze Pike",""
"Advanced Fishing","advanced-fishing:fish",4738,13,"true","Ender Shad",""
"Advanced Fishing","advanced-fishing:fish",4738,14,"true","Pearl Sardine",""
"Advanced Fishing","advanced-fishing:fish",4738,15,"true","Chorus Koi",""
"Advanced Fishing","advanced-fishing:fish",4738,16,"true","Explosive Crucian",""
"Advanced Fishing","advanced-fishing:fish",4738,17,"true","Ruffe",""
"Advanced Fishing","advanced-fishing:fish",4738,18,"true","Sparkling Eel",""
"Advanced Fishing","advanced-fishing:fish",4738,19,"true","Angelfish",""
"Advanced Fishing","advanced-fishing:fish",4738,20,"true","Angler Fish",""
"Advanced Fishing","advanced-fishing:fish",4738,21,"true","Sponge Eater",""
"Advanced Fishing","advanced-fishing:fish",4738,22,"true","Snowy Walleye",""
"Advanced Fishing","advanced-fishing:fish",4738,23,"true","Squid",""
"Advanced Fishing","advanced-fishing:fish",4738,24,"true","Withered Crucian",""
"Advanced Fishing","advanced-fishing:fish",4738,25,"true","Sandy Bass",""
"Advanced Fishing","advanced-fishing:fish",4738,26,"true","Mandarinfish",""
"Advanced Fishing","advanced-fishing:fish",4738,27,"true","Red Shroomfin",""
"Advanced Fishing","advanced-fishing:fish",4738,28,"true","Brown Shroomfin",""
"Advanced Fishing","advanced-fishing:fish",4738,29,"true","Fungi Catfish",""
"Advanced Fishing","advanced-fishing:fish",4738,30,"true","Swamp Plaice",""
"Advanced Fishing","advanced-fishing:fish",4738,31,"true","Crystal Mullet",""
"Advanced Fishing","advanced-fishing:fish",4738,32,"true","Charged Bullhead",""
"Advanced Fishing","advanced-fishing:fish",4738,33,"true","Abyssal Lurker",""
"Advanced Fishing","advanced-fishing:fish",4738,34,"true","Sunfish",""
"Advanced Fishing","advanced-fishing:fish",4738,35,"true","Glacier Anchovy",""
"Advanced Fishing","advanced-fishing:fish",4738,36,"true","Catfish",""
"Advanced Fishing","advanced-fishing:fish",4738,37,"true","Pike",""
"Advanced Fishing","advanced-fishing:fish",4738,38,"true","Magikarp",""
"Advanced Fishing","advanced-fishing:fish",4738,39,"true","Green Jellyfish",""
"Advanced Fishing","advanced-fishing:fish",4738,40,"true","Bonefish",""
"Advanced Fishing","advanced-fishing:fish",4738,41,"true","Cursed Koi",""
"Advanced Fishing","advanced-fishing:fish",4738,42,"true","Spookyfin",""
"Akashic Tome","akashictome:tome",5300,0,"false","Akashic Tome",""
"Ancient Warfare Automation","ancientwarfareautomation:animal_farm",4762,0,"false","Animal Farm",""
"Ancient Warfare Automation","ancientwarfareautomation:auto_crafting",4770,0,"false","Auto Crafting Table",""
"Ancient Warfare Automation","ancientwarfareautomation:chunk_loader_deluxe",4783,0,"false","Deluxe Chunk Loader",""
"Ancient Warfare Automation","ancientwarfareautomation:chunk_loader_simple",4782,0,"false","Simple Chunk Loader",""
"Ancient Warfare Automation","ancientwarfareautomation:crop_farm",4760,0,"false","Crop Farm",""
"Ancient Warfare Automation","ancientwarfareautomation:fish_farm",4763,0,"false","Fish Farm",""
"Ancient Warfare Automation","ancientwarfareautomation:flywheel_controller",4772,0,"true","Light Flywheel Controller",""
"Ancient Warfare Automation","ancientwarfareautomation:flywheel_controller",4772,1,"true","Medium Flywheel Controller",""
"Ancient Warfare Automation","ancientwarfareautomation:flywheel_controller",4772,2,"true","Heavy Flywheel Controller",""
"Ancient Warfare Automation","ancientwarfareautomation:flywheel_storage",4773,0,"true","Light Flywheel Energy Storage",""
"Ancient Warfare Automation","ancientwarfareautomation:flywheel_storage",4773,1,"true","Medium Flywheel Energy Storage",""
"Ancient Warfare Automation","ancientwarfareautomation:flywheel_storage",4773,2,"true","Heavy Flywheel Energy Storage",""
"Ancient Warfare Automation","ancientwarfareautomation:fruit_farm",4761,0,"false","Fruit Farm",""
"Ancient Warfare Automation","ancientwarfareautomation:hand_cranked_generator",4779,0,"false","Hand Cranked Torque Generator",""
"Ancient Warfare Automation","ancientwarfareautomation:mailbox",4771,0,"false","Mailbox",""
"Ancient Warfare Automation","ancientwarfareautomation:quarry",4758,0,"false","Quarry",""
"Ancient Warfare Automation","ancientwarfareautomation:stirling_generator",4777,0,"false","Stirling Generator",""
"Ancient Warfare Automation","ancientwarfareautomation:torque_distributor",4776,0,"true","Light Torque Distributor",""
"Ancient Warfare Automation","ancientwarfareautomation:torque_distributor",4776,1,"true","Medium Torque Distributor",""
"Ancient Warfare Automation","ancientwarfareautomation:torque_distributor",4776,2,"true","Heavy Torque Distributor",""
"Ancient Warfare Automation","ancientwarfareautomation:torque_junction",4774,0,"true","Light Torque Junction",""
"Ancient Warfare Automation","ancientwarfareautomation:torque_junction",4774,1,"true","Medium Torque Junction",""
"Ancient Warfare Automation","ancientwarfareautomation:torque_junction",4774,2,"true","Heavy Torque Junction",""
"Ancient Warfare Automation","ancientwarfareautomation:torque_shaft",4775,0,"true","Light Torque Shaft",""
"Ancient Warfare Automation","ancientwarfareautomation:torque_shaft",4775,1,"true","Medium Torque Shaft",""
"Ancient Warfare Automation","ancientwarfareautomation:torque_shaft",4775,2,"true","Heavy Torque Shaft",""
"Ancient Warfare Automation","ancientwarfareautomation:tree_farm",4759,0,"false","Tree Farm",""
"Ancient Warfare Automation","ancientwarfareautomation:warehouse_control",4764,0,"false","Warehouse Control Block",""
"Ancient Warfare Automation","ancientwarfareautomation:warehouse_crafting",4767,0,"false","Warehouse Crafting Table",""
"Ancient Warfare Automation","ancientwarfareautomation:warehouse_interface",4766,0,"false","Warehouse Interface",""
"Ancient Warfare Automation","ancientwarfareautomation:warehouse_stock_linker",4769,0,"false","Warehouse Stock Linker",""
"Ancient Warfare Automation","ancientwarfareautomation:warehouse_stock_viewer",4768,0,"false","Warehouse Stock Viewer",""
"Ancient Warfare Automation","ancientwarfareautomation:warehouse_storage",4765,0,"true","Small Warehouse Storage",""
"Ancient Warfare Automation","ancientwarfareautomation:warehouse_storage",4765,1,"true","Medium Warehouse Storage",""
"Ancient Warfare Automation","ancientwarfareautomation:warehouse_storage",4765,2,"true","Large Warehouse Storage",""
"Ancient Warfare Automation","ancientwarfareautomation:waterwheel_generator",4778,0,"false","Waterwheel Generator",""
"Ancient Warfare Automation","ancientwarfareautomation:windmill_blade",4780,0,"false","Windmill Blade",""
"Ancient Warfare Automation","ancientwarfareautomation:windmill_generator",4781,0,"false","Windmill Controller",""
"Ancient Warfare Automation","ancientwarfareautomation:worksite_upgrade",4784,0,"true","Medium Bounds Upgrade",""
"Ancient Warfare Automation","ancientwarfareautomation:worksite_upgrade",4784,1,"true","Large Bounds Upgrade",""
